SID,Video_1_W2,Questions_1_W2,Correct_1_W2,Video_2_W2,Questions_2_W2,Correct_2_W2,Video_1_W3,Questions_1_W3,Correct_1_W3,Video_2_W3,Questions_2_W3,Correct_2_W3,Video_1_W4,Questions_1_W4,Correct_1_W4,Video_2_W4,Questions_2_W4,Correct_2_W4,Video_1_W5,Questions_1_W5,Correct_1_W5,Video_2_W5,Questions_2_W5,Correct_2_W5
300773633.0,4.38579638331852,0.0,38.728877282670844,2.756879926430939,0.0,0.0,0.0,30.121468794501965,24.61533028541342,0.0,14.986927645671347,0.0,15.943650568335991,0.0,50.70276591622263,0.0,0.09449081952922657,34.36948117940397,16.899543508393275,2.4362561224043997,25.703055072410386,0.0,50.08203037956167,5.379867486445985
315500979.0,3.886137572170083,40.42764122608398,0.0,0.0,0.0,30.681417390336026,3.2895771195722885,18.1513267620377,17.35341419883164,3.407157811753938,9.380825550133313,27.15022236736781,14.727038667437206,17.209421422692053,56.96616689334591,2.3444027539806984,0.0,5.558548913326061,0.0,2.26106659867826,22.12363915309177,15.71420948116648,35.39003081019984,8.357671884776167
317547296.0,0.0,5.94142528566385,0.0,2.6030604641341104,0.0,0.0,15.771199258240989,21.55597840318327,80.41862270911847,2.940898807138133,12.742906308798354,0.0,0.0,21.98390172265167,52.24760428594106,0.0,0.0,15.191232924957328,6.877189316204706,0.0,12.12093284663511,0.0,0.0,51.14712368357525
319549896.0,0.0,0.0,47.3321778282043,0.0,30.510828442983126,0.0,25.243096780091,0.0,4.797908011334291,4.571959920394252,1.8298746746976344,0.0,3.792349947394855,0.8257728801859248,0.0,5.984483161975999,11.102731204232176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320250819.0,1.598865319321825,2.0920927766856776,0.0,20.306972549844197,1.4800476857565839,3.7840521567984573,0.0,0.0,33.86578806701503,0.0,0.0,14.930464443681743,0.0,0.0,18.106748616878757,7.639296483312386,0.0,18.562795259783854,0.0,16.6164057747893,0.0,0.0,13.417450999274848,16.31786613018682
326285587.0,0.0,0.0,0.0,0.0,0.0,0.0,17.104539941492554,30.58778310849529,15.393327561846563,0.0,0.0,68.11421981458481,0.0,22.889687888700877,0.0,30.13647529366379,9.020134784794443,14.920724546800528,0.0,2.015649609706238,27.95366598014961,0.0,0.0,0.0
330794979.0,0.0,0.0,3.1586292979821593,0.0,0.0,7.163524941355737,0.0,2.6396311323737907,27.802992174491735,0.0,10.949792779359004,57.429929178159476,2.524504462153128,0.5296773364221884,9.326857758393963,0.0,0.0,0.45424499919516004,44.560430136666874,0.0,0.0,0.0,0.0,0.0
333306652.0,0.0,3.3528204458908495,0.0,17.598359491970452,0.0,0.0,0.26475894179002885,29.766141369674905,0.0,0.0,18.314081674190675,0.0,3.6819796346038673,8.191423859549108,0.0,0.0,18.031477005360507,0.0,0.0,0.0,0.0,0.0,0.0,8.483715064553515
352120481.0,17.09521239783405,0.0,0.0,16.185664416066622,27.331631777365214,0.0,23.184784681697003,0.0,14.804410760443448,0.0,0.0,0.0,0.0,15.906570053163342,0.0,20.74854497249207,0.0,0.0,0.1651993374796229,56.814987047966525,15.327995563079654,20.726241972749836,0.0,26.113361192491684
360594548.0,0.0,0.0,0.1207521365063151,2.1035488783357477,0.0,0.0,25.032016739550276,0.0,19.873677951757138,0.0,0.0,40.88145501038974,18.9959546693743,34.98461816653002,17.64792530559827,21.417425884240743,23.245388165924922,11.079437760734857,0.0,12.150642849148763,0.0,0.0,0.0,1.337909272871054
363393232.0,0.0,19.18244378071371,0.0,3.2753731873982224,0.0,0.0,4.410445862775746,0.0,15.625322838558397,24.85602457138239,0.0,16.127352986787162,32.340137984359075,0.0,28.709106507367405,0.0,0.0,10.34665208241178,0.0,1.6520156931532648,49.17546110508046,37.68926630890111,0.0,3.072341175220282
384087855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09873269335255992,19.972187874253606,15.574065950097513,9.488933482245375,0.0,24.167599427938022,0.0,7.976153734561027,0.0,27.254371378602066,0.0,0.0,20.864366000999386,7.1387125048502265,42.346994319600746
388963652.0,0.0,0.0,34.901768427791936,0.0,0.0,0.0,0.0,0.0,35.52011597974557,14.890089543229458,0.0,0.0,0.0,0.0,0.0,8.953454213775231,0.0,27.329931267485552,0.0,0.0,38.131915664932684,6.824738099974165,3.403965149404588,0.0
394589352.0,30.79403993245654,19.43291784128205,39.81936042528852,23.217961274856975,0.0,0.0,0.44039580393064415,6.767668674681639,0.0,7.83510285978954,0.0,10.736434658932332,0.9826054889246301,0.0,1.5281032625877078,26.06130623901384,0.0,0.0,0.0,2.0758814845913185,0.0,15.015682206075411,0.0,14.632589641239736
396913155.0,25.20501403890135,10.592372746840208,0.0,0.0,0.0,18.10945669311089,19.45732980567482,15.130977923974513,0.0,0.0,2.126449740891375,6.314001285050834,39.04872107392818,0.0,0.0,11.693571954201632,3.6557044795923286,18.550291823737055,30.766900969490866,66.00021073298818,25.777140939804035,16.451643057674776,1.415497208335593,19.64304670970063
